timestamp,vehicle_count,location,avg_speed,congestion_level
2012-10-05 17:00:00,6169,I-94 Highway,20.0,high
2012-10-05 18:00:00,5384,I-94 Highway,20.0,high
2012-10-05 19:00:00,4063,I-94 Highway,20.0,high
2012-10-05 20:00:00,3364,I-94 Highway,20.0,high
2012-10-05 21:00:00,2971,I-94 Highway,20.0,high
2012-10-05 22:00:00,2450,I-94 Highway,20.0,high
2012-10-05 23:00:00,1832,I-94 Highway,20.0,high
2012-10-06 00:00:00,1231,I-94 Highway,20.0,high
2012-10-06 01:00:00,718,I-94 Highway,28.200000000000003,high
2012-10-06 02:00:00,545,I-94 Highway,45.5,high
2012-10-06 04:00:00,411,I-94 Highway,58.9,medium
2012-10-06 05:00:00,688,I-94 Highway,31.200000000000003,high
2012-10-06 06:00:00,1352,I-94 Highway,20.0,high
2012-10-06 07:00:00,2072,I-94 Highway,20.0,high
2012-10-06 08:00:00,3342,I-94 Highway,20.0,high
2012-10-06 09:00:00,4258,I-94 Highway,20.0,high
2012-10-06 10:00:00,4861,I-94 Highway,20.0,high
2012-10-06 11:00:00,5191,I-94 Highway,20.0,high
2012-10-06 12:00:00,5669,I-94 Highway,20.0,high
2012-10-06 13:00:00,5074,I-94 Highway,20.0,high
2012-10-06 14:00:00,5025,I-94 Highway,20.0,high
2012-10-06 15:00:00,5153,I-94 Highway,20.0,high
2012-10-06 16:00:00,5024,I-94 Highway,20.0,high
2012-10-06 17:00:00,4779,I-94 Highway,20.0,high
2012-10-06 18:00:00,4362,I-94 Highway,20.0,high
2012-10-06 19:00:00,3860,I-94 Highway,20.0,high
2012-10-06 20:00:00,3160,I-94 Highway,20.0,high
2012-10-06 21:00:00,2992,I-94 Highway,20.0,high
2012-10-06 22:00:00,3202,I-94 Highway,20.0,high
2012-10-06 23:00:00,1941,I-94 Highway,20.0,high
2012-10-07 00:00:00,1233,I-94 Highway,20.0,high
2012-10-07 03:00:00,323,I-94 Highway,67.69999999999999,medium
2012-10-07 04:00:00,312,I-94 Highway,68.8,medium
2012-10-07 05:00:00,627,I-94 Highway,37.3,high
2012-10-07 06:00:00,1508,I-94 Highway,20.0,high
2012-10-07 07:00:00,1539,I-94 Highway,20.0,high
2012-10-07 08:00:00,2232,I-94 Highway,20.0,high
2012-10-07 09:00:00,4568,I-94 Highway,20.0,high
2012-10-07 10:00:00,4624,I-94 Highway,20.0,high
2012-10-07 11:00:00,4529,I-94 Highway,20.0,high
2012-10-07 12:00:00,5139,I-94 Highway,20.0,high
2012-10-07 13:00:00,6640,I-94 Highway,20.0,high
2012-10-07 14:00:00,6589,I-94 Highway,20.0,high
2012-10-07 15:00:00,4429,I-94 Highway,20.0,high
2012-10-07 16:00:00,4329,I-94 Highway,20.0,high
2012-10-07 17:00:00,3833,I-94 Highway,20.0,high
2012-10-07 18:00:00,4015,I-94 Highway,20.0,high
2012-10-07 19:00:00,3382,I-94 Highway,20.0,high
2012-10-07 20:00:00,2815,I-94 Highway,20.0,high
2012-10-07 21:00:00,2110,I-94 Highway,20.0,high
2012-10-07 22:00:00,1555,I-94 Highway,20.0,high
2012-10-07 23:00:00,959,I-94 Highway,20.0,high
2012-10-08 00:00:00,455,I-94 Highway,54.5,medium
2012-10-08 01:00:00,336,I-94 Highway,66.4,medium
2012-10-08 02:00:00,265,I-94 Highway,73.5,medium
2012-10-08 03:00:00,314,I-94 Highway,68.6,medium
2012-10-08 04:00:00,779,I-94 Highway,22.099999999999994,high
2012-10-08 05:00:00,2571,I-94 Highway,20.0,high
2012-10-08 06:00:00,5563,I-94 Highway,20.0,high
2012-10-08 07:00:00,6676,I-94 Highway,20.0,high
2012-10-08 08:00:00,5966,I-94 Highway,20.0,high
2012-10-08 09:00:00,4832,I-94 Highway,20.0,high
2012-10-08 10:00:00,4395,I-94 Highway,20.0,high
2012-10-08 11:00:00,4411,I-94 Highway,20.0,high
2012-10-08 12:00:00,4648,I-94 Highway,20.0,high
2012-10-08 13:00:00,4602,I-94 Highway,20.0,high
2012-10-08 14:00:00,5125,I-94 Highway,20.0,high
2012-10-08 15:00:00,5502,I-94 Highway,20.0,high
2012-10-08 16:00:00,5979,I-94 Highway,20.0,high
2012-10-08 17:00:00,5663,I-94 Highway,20.0,high
2012-10-08 18:00:00,4259,I-94 Highway,20.0,high
2012-10-08 19:00:00,3069,I-94 Highway,20.0,high
2012-10-08 20:00:00,2378,I-94 Highway,20.0,high
2012-10-08 21:00:00,2030,I-94 Highway,20.0,high
2012-10-08 22:00:00,1400,I-94 Highway,20.0,high
2012-10-08 23:00:00,917,I-94 Highway,20.0,high
2012-10-09 00:00:00,515,I-94 Highway,48.5,high
2012-10-09 01:00:00,302,I-94 Highway,69.8,medium
2012-10-09 02:00:00,251,I-94 Highway,74.9,medium
2012-10-09 04:00:00,798,I-94 Highway,20.19999999999999,high
2012-10-09 05:00:00,2678,I-94 Highway,20.0,high
2012-10-09 06:00:00,5733,I-94 Highway,20.0,high
2012-10-09 07:00:00,6449,I-94 Highway,20.0,high
2012-10-09 08:00:00,5765,I-94 Highway,20.0,high
2012-10-09 09:00:00,5599,I-94 Highway,20.0,high
2012-10-09 10:00:00,4534,I-94 Highway,20.0,high
2012-10-09 11:00:00,4691,I-94 Highway,20.0,high
2012-10-09 12:00:00,5067,I-94 Highway,20.0,high
2012-10-09 13:00:00,5030,I-94 Highway,20.0,high
2012-10-09 14:00:00,5300,I-94 Highway,20.0,high
2012-10-09 15:00:00,5777,I-94 Highway,20.0,high
2012-10-09 16:00:00,6349,I-94 Highway,20.0,high
2012-10-09 17:00:00,6127,I-94 Highway,20.0,high
2012-10-09 18:00:00,4460,I-94 Highway,20.0,high
2012-10-09 19:00:00,3418,I-94 Highway,20.0,high
2012-10-09 20:00:00,2775,I-94 Highway,20.0,high
2012-10-09 21:00:00,2306,I-94 Highway,20.0,high
2012-10-09 22:00:00,1846,I-94 Highway,20.0,high
2012-10-09 23:00:00,947,I-94 Highway,20.0,high
2012-10-10 00:00:00,494,I-94 Highway,50.599999999999994,medium
2012-10-10 01:00:00,332,I-94 Highway,66.8,medium
2012-10-10 02:00:00,261,I-94 Highway,73.9,medium
2012-10-10 03:00:00,361,I-94 Highway,63.9,medium
2012-10-10 06:00:00,5875,I-94 Highway,20.0,high
2012-10-10 07:00:00,6793,I-94 Highway,20.0,high
2012-10-10 07:00:00,6793,I-94 Highway,20.0,high
2012-10-10 08:00:00,6283,I-94 Highway,20.0,high
2012-10-10 08:00:00,6283,I-94 Highway,20.0,high
2012-10-10 09:00:00,5680,I-94 Highway,20.0,high
2012-10-10 09:00:00,5680,I-94 Highway,20.0,high
2012-10-10 10:00:00,4632,I-94 Highway,20.0,high
2012-10-10 11:00:00,4887,I-94 Highway,20.0,high
2012-10-10 12:00:00,5030,I-94 Highway,20.0,high
2012-10-10 13:00:00,5067,I-94 Highway,20.0,high
2012-10-10 14:00:00,5227,I-94 Highway,20.0,high
2012-10-10 15:00:00,5610,I-94 Highway,20.0,high
2012-10-10 16:00:00,6286,I-94 Highway,20.0,high
2012-10-10 18:00:00,4775,I-94 Highway,20.0,high
2012-10-10 19:00:00,3340,I-94 Highway,20.0,high
2012-10-10 20:00:00,3013,I-94 Highway,20.0,high
2012-10-10 21:00:00,2603,I-94 Highway,20.0,high
2012-10-10 22:00:00,1910,I-94 Highway,20.0,high
2012-10-10 23:00:00,1037,I-94 Highway,20.0,high
2012-10-11 01:00:00,347,I-94 Highway,65.3,medium
2012-10-11 03:00:00,350,I-94 Highway,65.0,medium
2012-10-11 04:00:00,850,I-94 Highway,20.0,high
2012-10-11 05:00:00,2791,I-94 Highway,20.0,high
2012-10-11 06:00:00,5809,I-94 Highway,20.0,high
2012-10-11 07:00:00,6798,I-94 Highway,20.0,high
2012-10-11 08:00:00,6304,I-94 Highway,20.0,high
2012-10-11 09:00:00,5291,I-94 Highway,20.0,high
2012-10-11 10:00:00,4638,I-94 Highway,20.0,high
2012-10-11 14:00:00,5557,I-94 Highway,20.0,high
2012-10-11 15:00:00,5818,I-94 Highway,20.0,high
2012-10-11 16:00:00,6272,I-94 Highway,20.0,high
2012-10-11 17:00:00,5944,I-94 Highway,20.0,high
2012-10-11 18:00:00,4949,I-94 Highway,20.0,high
2012-10-11 19:00:00,3511,I-94 Highway,20.0,high
2012-10-11 20:00:00,3039,I-94 Highway,20.0,high
2012-10-11 21:00:00,2679,I-94 Highway,20.0,high
2012-10-11 22:00:00,2094,I-94 Highway,20.0,high
2012-10-11 23:00:00,1284,I-94 Highway,20.0,high
2012-10-12 00:00:00,630,I-94 Highway,37.0,high
2012-10-12 01:00:00,410,I-94 Highway,59.0,medium
2012-10-12 02:00:00,331,I-94 Highway,66.9,medium
2012-10-12 03:00:00,372,I-94 Highway,62.8,medium
2012-10-12 04:00:00,739,I-94 Highway,26.099999999999994,high
2012-10-12 05:00:00,2561,I-94 Highway,20.0,high
2012-10-12 06:00:00,5586,I-94 Highway,20.0,high
2012-10-12 07:00:00,6992,I-94 Highway,20.0,high
2012-10-12 08:00:00,5860,I-94 Highway,20.0,high
2012-10-12 09:00:00,5230,I-94 Highway,20.0,high
2012-10-12 10:00:00,4864,I-94 Highway,20.0,high
2012-10-12 11:00:00,5146,I-94 Highway,20.0,high
2012-10-12 12:00:00,5526,I-94 Highway,20.0,high
2012-10-12 13:00:00,5383,I-94 Highway,20.0,high
2012-10-12 14:00:00,5758,I-94 Highway,20.0,high
2012-10-12 15:00:00,5889,I-94 Highway,20.0,high
2012-10-12 16:00:00,6057,I-94 Highway,20.0,high
2012-10-12 17:00:00,6028,I-94 Highway,20.0,high
2012-10-12 18:00:00,5257,I-94 Highway,20.0,high
2012-10-12 23:00:00,1897,I-94 Highway,20.0,high
2012-10-13 00:00:00,1335,I-94 Highway,20.0,high
2012-10-13 01:00:00,769,I-94 Highway,23.099999999999994,high
2012-10-13 02:00:00,570,I-94 Highway,43.0,high
2012-10-13 03:00:00,413,I-94 Highway,58.699999999999996,medium
2012-10-13 04:00:00,399,I-94 Highway,60.099999999999994,medium
2012-10-13 05:00:00,740,I-94 Highway,26.0,high
2012-10-13 06:00:00,1420,I-94 Highway,20.0,high
2012-10-13 07:00:00,2220,I-94 Highway,20.0,high
2012-10-13 08:00:00,3479,I-94 Highway,20.0,high
2012-10-13 09:00:00,4546,I-94 Highway,20.0,high
2012-10-13 10:00:00,4579,I-94 Highway,20.0,high
2012-10-13 11:00:00,4438,I-94 Highway,20.0,high
2012-10-13 12:00:00,4623,I-94 Highway,20.0,high
2012-10-13 13:00:00,4440,I-94 Highway,20.0,high
2012-10-13 14:00:00,4495,I-94 Highway,20.0,high
2012-10-13 15:00:00,4483,I-94 Highway,20.0,high
2012-10-13 16:00:00,4591,I-94 Highway,20.0,high
2012-10-13 17:00:00,4477,I-94 Highway,20.0,high
2012-10-13 18:00:00,4221,I-94 Highway,20.0,high
2012-10-13 19:00:00,3672,I-94 Highway,20.0,high
2012-10-13 20:00:00,3015,I-94 Highway,20.0,high
2012-10-13 21:00:00,2769,I-94 Highway,20.0,high
2012-10-13 22:00:00,2875,I-94 Highway,20.0,high
2012-10-13 23:00:00,1931,I-94 Highway,20.0,high
2012-10-14 00:00:00,1309,I-94 Highway,20.0,high
2012-10-14 01:00:00,870,I-94 Highway,20.0,high
2012-10-14 02:00:00,654,I-94 Highway,34.599999999999994,high
2012-10-14 03:00:00,364,I-94 Highway,63.6,medium
2012-10-14 04:00:00,262,I-94 Highway,73.8,medium
2012-10-14 05:00:00,505,I-94 Highway,49.5,high
2012-10-14 06:00:00,861,I-94 Highway,20.0,high
2012-10-14 07:00:00,1132,I-94 Highway,20.0,high
2012-10-14 08:00:00,1797,I-94 Highway,20.0,high
2012-10-14 09:00:00,2685,I-94 Highway,20.0,high
2012-10-14 09:00:00,2685,I-94 Highway,20.0,high
2012-10-14 09:00:00,2685,I-94 Highway,20.0,high
2012-10-14 10:00:00,3370,I-94 Highway,20.0,high
2012-10-14 10:00:00,3370,I-94 Highway,20.0,high
2012-10-14 11:00:00,3662,I-94 Highway,20.0,high
2012-10-14 11:00:00,3662,I-94 Highway,20.0,high
2012-10-14 12:00:00,4076,I-94 Highway,20.0,high
2012-10-14 12:00:00,4076,I-94 Highway,20.0,high
2012-10-14 12:00:00,4076,I-94 Highway,20.0,high
2012-10-14 13:00:00,4128,I-94 Highway,20.0,high
2012-10-14 13:00:00,4128,I-94 Highway,20.0,high
2012-10-14 13:00:00,4128,I-94 Highway,20.0,high
2012-10-14 14:00:00,4358,I-94 Highway,20.0,high
2012-10-14 14:00:00,4358,I-94 Highway,20.0,high
2012-10-14 14:00:00,4358,I-94 Highway,20.0,high
2012-10-14 15:00:00,4342,I-94 Highway,20.0,high
2012-10-14 15:00:00,4342,I-94 Highway,20.0,high
2012-10-14 16:00:00,4234,I-94 Highway,20.0,high
2012-10-14 17:00:00,4271,I-94 Highway,20.0,high
2012-10-14 17:00:00,4271,I-94 Highway,20.0,high
2012-10-14 18:00:00,4080,I-94 Highway,20.0,high
2012-10-14 19:00:00,3453,I-94 Highway,20.0,high
2012-10-14 20:00:00,2718,I-94 Highway,20.0,high
2012-10-14 21:00:00,2439,I-94 Highway,20.0,high
2012-10-14 22:00:00,1819,I-94 Highway,20.0,high
2012-10-14 23:00:00,1002,I-94 Highway,20.0,high
2012-10-14 23:00:00,1002,I-94 Highway,20.0,high
2012-10-15 00:00:00,542,I-94 Highway,45.8,high
2012-10-15 00:00:00,542,I-94 Highway,45.8,high
2012-10-15 01:00:00,303,I-94 Highway,69.7,medium
2012-10-15 02:00:00,239,I-94 Highway,76.1,medium
2012-10-15 03:00:00,335,I-94 Highway,66.5,medium
2012-10-15 03:00:00,335,I-94 Highway,66.5,medium
2012-10-15 04:00:00,810,I-94 Highway,20.0,high
2012-10-15 04:00:00,810,I-94 Highway,20.0,high
2012-10-15 05:00:00,2606,I-94 Highway,20.0,high
2012-10-15 05:00:00,2606,I-94 Highway,20.0,high
2012-10-15 06:00:00,5714,I-94 Highway,20.0,high
2012-10-15 07:00:00,6798,I-94 Highway,20.0,high
2012-10-15 08:00:00,6114,I-94 Highway,20.0,high
2012-10-15 09:00:00,5094,I-94 Highway,20.0,high
2012-10-15 10:00:00,4473,I-94 Highway,20.0,high
2012-10-15 11:00:00,4529,I-94 Highway,20.0,high
2012-10-15 12:00:00,4823,I-94 Highway,20.0,high
2012-10-15 13:00:00,4872,I-94 Highway,20.0,high
2012-10-15 14:00:00,5238,I-94 Highway,20.0,high
2012-10-15 15:00:00,5584,I-94 Highway,20.0,high
2012-10-15 16:00:00,6246,I-94 Highway,20.0,high
2012-10-15 17:00:00,5957,I-94 Highway,20.0,high
2012-10-15 18:00:00,4535,I-94 Highway,20.0,high
2012-10-15 19:00:00,3234,I-94 Highway,20.0,high
2012-10-15 20:00:00,2677,I-94 Highway,20.0,high
2012-10-15 21:00:00,2077,I-94 Highway,20.0,high
2012-10-15 22:00:00,1380,I-94 Highway,20.0,high
2012-10-15 23:00:00,927,I-94 Highway,20.0,high
2012-10-16 00:00:00,500,I-94 Highway,50.0,medium
2012-10-16 01:00:00,324,I-94 Highway,67.6,medium
2012-10-16 02:00:00,257,I-94 Highway,74.3,medium
2012-10-16 03:00:00,354,I-94 Highway,64.6,medium
2012-10-16 04:00:00,769,I-94 Highway,23.099999999999994,high
2012-10-16 05:00:00,2769,I-94 Highway,20.0,high
2012-10-16 06:00:00,5789,I-94 Highway,20.0,high
2012-10-16 07:00:00,7055,I-94 Highway,20.0,high
2012-10-16 08:00:00,6408,I-94 Highway,20.0,high
2012-10-16 09:00:00,5254,I-94 Highway,20.0,high
2012-10-16 10:00:00,4547,I-94 Highway,20.0,high
2012-10-16 11:00:00,4784,I-94 Highway,20.0,high
2012-10-16 12:00:00,5015,I-94 Highway,20.0,high
2012-10-16 13:00:00,5057,I-94 Highway,20.0,high
2012-10-16 14:00:00,5430,I-94 Highway,20.0,high
2012-10-16 15:00:00,5813,I-94 Highway,20.0,high
2012-10-16 16:00:00,6496,I-94 Highway,20.0,high
2012-10-16 17:00:00,6429,I-94 Highway,20.0,high
2012-10-16 18:00:00,5142,I-94 Highway,20.0,high
2012-10-16 19:00:00,3311,I-94 Highway,20.0,high
2012-10-16 20:00:00,2777,I-94 Highway,20.0,high
2012-10-16 21:00:00,2331,I-94 Highway,20.0,high
2012-10-16 22:00:00,1767,I-94 Highway,20.0,high
2012-10-16 23:00:00,1093,I-94 Highway,20.0,high
2012-10-17 00:00:00,554,I-94 Highway,44.599999999999994,high
2012-10-17 01:00:00,333,I-94 Highway,66.69999999999999,medium
2012-10-17 02:00:00,267,I-94 Highway,73.3,medium
2012-10-17 03:00:00,358,I-94 Highway,64.19999999999999,medium
2012-10-17 04:00:00,777,I-94 Highway,22.299999999999997,high
2012-10-17 05:00:00,2732,I-94 Highway,20.0,high
2012-10-17 06:00:00,5637,I-94 Highway,20.0,high
2012-10-17 07:00:00,5564,I-94 Highway,20.0,high
2012-10-17 08:00:00,6274,I-94 Highway,20.0,high
2012-10-17 09:00:00,5403,I-94 Highway,20.0,high
2012-10-17 09:00:00,5403,I-94 Highway,20.0,high
2012-10-17 10:00:00,4680,I-94 Highway,20.0,high
2012-10-17 11:00:00,4642,I-94 Highway,20.0,high
2012-10-17 12:00:00,4979,I-94 Highway,20.0,high
2012-10-17 13:00:00,4851,I-94 Highway,20.0,high
2012-10-17 14:00:00,4291,I-94 Highway,20.0,high
2012-10-17 15:00:00,4714,I-94 Highway,20.0,high
2012-10-17 16:00:00,6723,I-94 Highway,20.0,high
2012-10-17 17:00:00,6180,I-94 Highway,20.0,high
2012-10-17 18:00:00,4843,I-94 Highway,20.0,high
2012-10-17 19:00:00,3435,I-94 Highway,20.0,high
2012-10-17 20:00:00,2921,I-94 Highway,20.0,high
2012-10-17 21:00:00,2763,I-94 Highway,20.0,high
2012-10-17 22:00:00,1930,I-94 Highway,20.0,high
2012-10-17 23:00:00,1160,I-94 Highway,20.0,high
2012-10-18 00:00:00,654,I-94 Highway,34.599999999999994,high
2012-10-18 01:00:00,374,I-94 Highway,62.6,medium
2012-10-18 02:00:00,301,I-94 Highway,69.9,medium
2012-10-18 03:00:00,397,I-94 Highway,60.3,medium
2012-10-18 04:00:00,794,I-94 Highway,20.599999999999994,high
2012-10-18 05:00:00,2564,I-94 Highway,20.0,high
2012-10-18 06:00:00,5358,I-94 Highway,20.0,high
2012-10-18 07:00:00,6441,I-94 Highway,20.0,high
2012-10-18 08:00:00,5536,I-94 Highway,20.0,high
2012-10-18 09:00:00,5256,I-94 Highway,20.0,high
2012-10-18 10:00:00,4619,I-94 Highway,20.0,high
2012-10-18 11:00:00,5107,I-94 Highway,20.0,high
2012-10-18 12:00:00,5147,I-94 Highway,20.0,high
2012-10-18 13:00:00,5283,I-94 Highway,20.0,high
2012-10-18 14:00:00,5704,I-94 Highway,20.0,high
2012-10-18 15:00:00,5887,I-94 Highway,20.0,high
2012-10-18 16:00:00,6307,I-94 Highway,20.0,high
2012-10-18 17:00:00,5953,I-94 Highway,20.0,high
2012-10-18 18:00:00,4519,I-94 Highway,20.0,high
2012-10-18 19:00:00,3427,I-94 Highway,20.0,high
2012-10-18 20:00:00,2921,I-94 Highway,20.0,high
2012-10-18 21:00:00,2649,I-94 Highway,20.0,high
2012-10-18 22:00:00,2005,I-94 Highway,20.0,high
2012-10-18 23:00:00,1177,I-94 Highway,20.0,high
2012-10-19 00:00:00,699,I-94 Highway,30.099999999999994,high
2012-10-19 01:00:00,436,I-94 Highway,56.4,medium
2012-10-19 02:00:00,353,I-94 Highway,64.69999999999999,medium
2012-10-19 02:00:00,353,I-94 Highway,64.69999999999999,medium
2012-10-19 03:00:00,399,I-94 Highway,60.099999999999994,medium
2012-10-19 04:00:00,720,I-94 Highway,28.0,high
2012-10-19 04:00:00,720,I-94 Highway,28.0,high
2012-10-19 04:00:00,720,I-94 Highway,28.0,high
2012-10-19 04:00:00,720,I-94 Highway,28.0,high
2012-10-19 05:00:00,2370,I-94 Highway,20.0,high
2012-10-19 05:00:00,2370,I-94 Highway,20.0,high
2012-10-19 06:00:00,5162,I-94 Highway,20.0,high
2012-10-19 06:00:00,5162,I-94 Highway,20.0,high
2012-10-19 06:00:00,5162,I-94 Highway,20.0,high
2012-10-19 07:00:00,5777,I-94 Highway,20.0,high
2012-10-19 07:00:00,5777,I-94 Highway,20.0,high
2012-10-19 08:00:00,5235,I-94 Highway,20.0,high
2012-10-19 08:00:00,5235,I-94 Highway,20.0,high
2012-10-19 08:00:00,5235,I-94 Highway,20.0,high
2012-10-19 09:00:00,4606,I-94 Highway,20.0,high
2012-10-19 09:00:00,4606,I-94 Highway,20.0,high
2012-10-19 10:00:00,4328,I-94 Highway,20.0,high
2012-10-19 11:00:00,4282,I-94 Highway,20.0,high
2012-10-19 12:00:00,4489,I-94 Highway,20.0,high
2012-10-19 13:00:00,4908,I-94 Highway,20.0,high
2012-10-19 14:00:00,5620,I-94 Highway,20.0,high
2012-10-19 15:00:00,5849,I-94 Highway,20.0,high
2012-10-19 15:00:00,5849,I-94 Highway,20.0,high
2012-10-19 16:00:00,4945,I-94 Highway,20.0,high
2012-10-19 17:00:00,4619,I-94 Highway,20.0,high
2012-10-19 18:00:00,4479,I-94 Highway,20.0,high
2012-10-19 19:00:00,3804,I-94 Highway,20.0,high
2012-10-19 20:00:00,2908,I-94 Highway,20.0,high
2012-10-19 21:00:00,2942,I-94 Highway,20.0,high
2012-10-19 22:00:00,3077,I-94 Highway,20.0,high
2012-10-19 22:00:00,3077,I-94 Highway,20.0,high
2012-10-19 23:00:00,2051,I-94 Highway,20.0,high
2012-10-19 23:00:00,2051,I-94 Highway,20.0,high
2012-10-19 23:00:00,2051,I-94 Highway,20.0,high
2012-10-20 00:00:00,1270,I-94 Highway,20.0,high
2012-10-20 00:00:00,1270,I-94 Highway,20.0,high
2012-10-20 01:00:00,773,I-94 Highway,22.69999999999999,high
2012-10-20 01:00:00,773,I-94 Highway,22.69999999999999,high
2012-10-20 02:00:00,589,I-94 Highway,41.099999999999994,high
2012-10-20 03:00:00,432,I-94 Highway,56.8,medium
2012-10-20 03:00:00,432,I-94 Highway,56.8,medium
2012-10-20 04:00:00,401,I-94 Highway,59.9,medium
2012-10-20 04:00:00,401,I-94 Highway,59.9,medium
2012-10-20 04:00:00,401,I-94 Highway,59.9,medium
2012-10-20 05:00:00,759,I-94 Highway,24.099999999999994,high
2012-10-20 05:00:00,759,I-94 Highway,24.099999999999994,high
2012-10-20 05:00:00,759,I-94 Highway,24.099999999999994,high
2012-10-20 06:00:00,1313,I-94 Highway,20.0,high
2012-10-20 06:00:00,1313,I-94 Highway,20.0,high
2012-10-20 06:00:00,1313,I-94 Highway,20.0,high
2012-10-20 07:00:00,1824,I-94 Highway,20.0,high
2012-10-20 07:00:00,1824,I-94 Highway,20.0,high
2012-10-20 07:00:00,1824,I-94 Highway,20.0,high
2012-10-20 08:00:00,2787,I-94 Highway,20.0,high
2012-10-20 08:00:00,2787,I-94 Highway,20.0,high
2012-10-20 08:00:00,2787,I-94 Highway,20.0,high
2012-10-20 09:00:00,3713,I-94 Highway,20.0,high
2012-10-20 09:00:00,3713,I-94 Highway,20.0,high
2012-10-20 09:00:00,3713,I-94 Highway,20.0,high
